src,ref
诺顿投弹瞄准器的 最大讽刺也就在此,And that's the greatest irony of all when it comes to the Norden bombsight.
我在这里就给大家列出一些简短的原因 来解释独裁约定 是如何帮助独裁者的。,I'll just give you a very short list of reasons why authoritarian deliberation may actually help the dictators.
圈住的部分是我要讲的... 郭瓦纳斯运河和总督岛,"And what's circled is the site that I'm going to talk about, the Gowanus Canal and Governors Island."
这是个天才般的想法 可以让钠和葡萄糖混合在一起 掺上水之后 婴儿即使在身患痢疾时也能吸收养分,It's brilliant. It's a way to get sodium and glucose together so that when you add it to water the child is able to absorb it even during situations of diarrhea.
这是布拉德埃克曼流式细胞仪做的一个姿势。,This is Brad doing one of the Ekman FACS poses.
人们观看卡通 画卡通，或看到卡通幻象时，都是这一部位被激活,"It's activated when one recognizes cartoons, when one draws cartoons, and when one hallucinates them."
为此我们测量了另外九种与催产素存在相互作用的分子， 这些分子被证实，对实验没有任何影响。,"So we measured nine other molecules that interact with oxytocin, but they didn't have any effect."
但令人不安的是， 我认为对格陵兰海豹来说最大的问题是， 由于全球变暖导致的海冰的减少。,"But as disturbing as that is, I think the bigger problem for harp seals is the loss of sea ice due to global warming."
很美丽的地方是，又可以在这里看到 一些微弱的 像烟雾一样的鬼火 冉冉升起。,"What's beautiful is, you can probably see on the limb there some faint, sort of, wisps of almost smoke rising up from the limb."
当黎明时我们遇到了哥伦比亚革命武装力量的巡逻队，所以是很惨的经历。,"And we ran into a FARC patrol at dawn, so it was quite harrowing."
这样就可以加强 正在起作用的气味检测细胞 与运动神经之间的关联。,That caused a strengthening of the connections between the currently active odor detector and the motors.
我们知道，一旦这起作用了 我们就事实上有了一个机会 如果我们能够制造人造染色体 对其进行同样的移植,"And we knew, once that worked, that we actually had a chance if we could make the synthetic chromosomes to do the same with those."
为了得到灵感，我伶听了李斯特和柴可夫斯基的作品 还有其他所有伟大的浪漫派作曲家的作品,"So, for inspiration I listened to Liszt and Tchaikovsky and all the great Romantic composers."
我们可以对不同的部位采用不同的对折比率 从而调节出不同部位的特色,We can apply different folding ratios to different parts of the form to create local conditions.
那些劫后余生的人 他们把性事当作忘却死亡的解药。,Those who came back to life were those who understood the erotic as an antidote to death.
一个神经元能够与其它众多神经元连接在一起 是因为在它们的接触点上 形成神经突触,"One neuron can be connected to so many other neurons, because there can be synapses at these points of contact."
二十年后，他们成功地 开发出脊髓灰质炎疫苗,"Twenty years later, they succeeded and developed the polio vaccine."
另一种类比是， 毛毛虫变成蝴蝶的过程。,"Or another analogy would be, a caterpillar has been turned into a butterfly."
在她的名字后面，括号内写着一个恰如其分的描述词：马脸。,"After her name, written in brackets was the apt description, horse face."
《塔木德》一书很早就有这样的记载 我们看到的事物 并不是它们本身的形态 而是他们反映在我们的头脑和思维中的形态,"And the Talmud saw this a long time ago, saying, ""We see things not as they are, but as we are."""
不大可能般的，这个同性恋，双性恋，以及变性合唱团 向我们展示了这些女人如何 在传统上投资来创造转变， 像炼金术士一般将纠纷转变成和谐。,"Improbably, this LGBT singing choir has demonstrated how women are investing in tradition to create change, like alchemists turning discord into harmony."
特别是，我想我们能学习关于 学习的本质,"And in particular, I think we can learn things about learning."
"我们的人囗和对地球有限资源的耗用, 正以几何级数增长, 相随的 是我们将环境或弄好或弄垮的技术才能,","Our population and our use of the finite resources of planet Earth are growing exponentially, along with our technical ability to change the environment for good or ill."
这张幻灯片的证据来自乌干达的那布加波湖， 农作物的流出物 接进到这些水桶， 这是这个村的唯一水源，用来饮用，做饭和梳洗。,"As evident in this slide from Lake Nabugabo in Uganda, the agricultural runoff from this crop, which goes into these buckets, is the sole source of drinking, cooking and bathing water for this village."
（噪声） 但他们对前景声音仍然敏感 你马上能听到,But they react to foreground sounds. You'll hear that in a second.
我们愈快地这样做， 我们的想法就会愈快地改进提高。,"And the faster we do that, the faster our ideas evolve."
然后我尝试着在电脑上打出我想要说的话 然后利用电脑自带的发生器发生,Then I tried typing words on my laptop and using its built in voice.
对我来说，让我惊讶的 不只是有大量的光喷出， 而是，这些光不仅仅是由荧光素和荧光素酶组成，,"But to me, what's shocking is not just the amount of light, but the fact that it's not just luciferin and luciferase."
而我认为其实爱是一个过程。 我觉得把爱看成是二进制 是有问题的， 它会促使我们 过分担心 爱是虚伪的，不充分的， 或者你到底爱了什么。,"And I think the reality is that love is a process, and I think the problem with thinking of love as something that's binary is that it causes us to be unduly concerned that love is fraudulent, or inadequate, or what have you."
（噼啪声） 这是中子物质高度压缩 的重击声， 在遥远的宇宙中不停地旋转回放。,"This is a a highly condensed clump of neutral matter, spinning in the distant universe."
我也希望能够告诉各位 乌玛是目前典型的一个患脊髓灰质炎的儿童 但事实不是这样,"But you know I'd love to be able to tell you that Umar is a typical kid with polio these days, but it's not true."
有些国家 学生们很年幼时就被实施分层教学。,You have some countries where students are segregated early in their ages.
但问题是，我们为何要话费心机这么折腾一番呢？,"Now, why the hell would we bother to do this?"
